spec,description,category,section_note,area,room_type_quantities,attic_stock,total,uom,notes,source_page,item_id,vendor,model,part_number,unit_cost,warranty_months,warranty_start,warranty_end,installed_date,last_replaced,on_hand,min_on_hand,storage_location,link,image_urls,tags
T-15,Wall Tile at Public and Pool Restrooms Wet Wall(s) - 4x12,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,404.32,SF,"Color Wheel #0190 Arctic White Linear (10.64 SF per CTN); 324 SF needed
for PRR + 63 SF @ Pool RR",6,T-15-01-p06,,,,,,,,,,,,,,[],[]
B-13,"Vinyl Millwork Base at Corridors and Employee Breakroom - 4.5""H",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,64.0,CTN,48 LF per CTN; QTY per Shaw Seaming Diagram: 62 CTNs,6,B-13-01-p06,,,,,,,,,,,,,,[],[]
B-14,"Vinyl Millwork Base at Meeting Rooms - 4.5""H",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,9.0,CTN,48 LF per CTN; QTY per Shaw Seaming Diagram: 9 CTNs,6,B-14-01-p06,,,,,,,,,,,,,,[],[]
B-15,"Vinyl Coved Base at Back of House - 4""H",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,4.0,CTN,120 LF per CTN (estimated QTY of 342 LF needed per takeoff),6,B-15-01-p06,,,,,,,,,,,,,,[],[]
B-15ALT,"4""H Solid Carpet Base at Stairwell Landings",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,550.0,LF,QTY per Shaw Seaming Diagram: 539 LF,6,B-15ALT-01-p06,,,,,,,,,,,,,,[],[]
B-16,"Vinyl Millwork Base at Fitness Center - 4.5""H",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,3.0,CTN,48 LF per CTN; QTY per Shaw Seaming Diagram: 3 CTNs,6,B-16-01-p06,,,,,,,,,,,,,,[],[]
CP-10,"Carpet Tile at Corridors (24x24, 28 oz. with Attached Cushion/Pad Backing)",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1284.0,SYD,"QTY per Shaw Seaming Diagram: 1,184 SYDs",6,CP-10-01-p06,,,,,,,,,,,,,,[],[]
CP-11A,"Loose Lay Finished Area Rug at Communal Sofas with Non-Skid Backing - 14'6"" x 16'",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,EA,,6,CP-11A-01-p06,,,,,,,,,,,,,,[],[]
CP-11B,"Loose Lay Finished Area Rug at Lounge Chairs with Non-Skid Backing - 4'6"" x 8'",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,EA,,6,CP-11B-01-p06,,,,,,,,,,,,,,[],[]
CP-12,"Carpet Tile at Meeting Rooms & Boardroom (24x24, 28 oz. with Attached
Cushion/Pad Backing)",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,380.0,SYD,QTY per Shaw Seaming Diagram: 362.67 SYDs,6,CP-12-01-p06,,,,,,,,,,,,,,[],[]
CP-13,Broadloom Carpet at Stairwells - 12'W,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,350.0,SYD,QTY per Shaw Seaming Diagram: 337 SYDs,6,CP-13-01-p06,,,,,,,,,,,,,,[],[]
CP-13ALT,"Carpet Tile at Back of House (24x24, no attached pad, Ecoworx backing)",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,115.0,SYD,QTY per Shaw Seaming Diagram: 106.67 SYDs,6,CP-13ALT-01-p06,,,,,,,,,,,,,,[],[]
CPP-10,Carpet Pad for Broadloom on Stairwells - APPLIED ON LANDINGS ONLY,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,150.0,SYD,,6,CPP-10-01-p06,,,,,,,,,,,,,,[],[]
PT-10 thru PT-24,"ALL Wall, Ceiling, Accent Wall, Door/Trim Paints - BY GC",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,,,PROVIDED BY GENERAL CONTRACTOR,6,PT-10 thru PT-24-01-p06,,,,,,,,,,,,,,[],[]
RF-10,Rubber Flooring at Fitness Center - Sold in increments of 25',FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,650.0,SF,Estimated QTY per Plans takeoff: 614 SF,6,RF-10-01-p06,,,,,,,,,,,,,,[],[]
RF-11,LVT Flooring at Employee Breakroom (7x48 planks),FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,262.0,SF,,6,RF-11-01-p06,,,,,,,,,,,,,,[],[]
SF-11,"Waffle Graphic at Pantry - OA DIMENSIONS: 42""W x 84""H (trimmable)",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,EA,Elevation #5 on ID-601,6,SF-11-01-p06,,,,,,,,,,,,,,[],[]
SF-12,Metal Rail for Pantry,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,LOT,,6,SF-12-01-p06,,,,,,,,,,,,,,[],[]
WC-10,Wallcovering at Guestroom Corridors & Upper Floor Elevator Lobbies,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1740.0,LY,WG33190956 - Estimated takeoff QTY: 426.6 LYDs per Floor x 4 FLs,6,WC-10-01-p06,,,,,,,,,,,,,,[],[]
WC-11,"Main/Typ. Public Area Wallcovering and Meeting Room Wallcovering + Meeting
Rooms Air Walls",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1080.0,LY,"GOH 33296564 (202 LYDs for Boardroom, Breakout A/B, & Air Wall + 216
LYDs for 1st floor corridor + 608 for Lobby/Breakfast, Meeting Rooms
A/B)",6,WC-11-01-p06,,,,,,,,,,,,,,[],[]
WC-12,Accent Wallcovering at Lobby/Breakfast (Columns/Bumpouts/Front Desk),FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,180.0,LY,WG33296562,6,WC-12-01-p06,,,,,,,,,,,,,,[],[]
WC-13,"Wallcovering at Retail ""Treat Shop"" and Public Restrooms",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,90.0,LY,HLTN2010 Lagoon (54.6 LYDs for Public Restrooms + 15 for treat shop),7,WC-13-01-p07,,,,,,,,,,,,,,[],[]
WC-14,Accent Wallcovering at 1st FL Elevator Lobby & Garage Vestibule Lobby,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,60.0,LY,WG3313796 (34.6 LYDs at 1st floor Elevtor Lobby),7,WC-14-01-p07,,,,,,,,,,,,,,[],[]
WC-15,Accent Wallcovering at Pantry & Meeting Room Millwork Niches,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,60.0,LY,KGH2101 Horizon Weave Butter (28.8 LYDs for Pantry Entry Wall),7,WC-15-01-p07,,,,,,,,,,,,,,[],[]
WC-17,Main Wallcovering at Pantry,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,60.0,LY,HLTN2011 (estimated QTY needed per Takeoff: 40 LYDs),7,WC-17-01-p07,,,,,,,,,,,,,,[],[]
WC-18,Wallcovering at Guest Laundry,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,60.0,LY,WG33112625 (37.33 LYDs needed per takeoff),7,WC-18-01-p07,,,,,,,,,,,,,,[],[]
WC-19,Main Wallcovering at Fitness (2 of 4 walls),FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,60.0,LY,NA-KIN-294 Infinite Blue (50.96 LYDs needed per takeoff),7,WC-19-01-p07,,,,,,,,,,,,,,[],[]
WC-20,Accent Wallcovering at Fitness Center,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,30.0,LY,NA-KIN-001 Blue Hue,7,WC-20-01-p07,,,,,,,,,,,,,,[],[]
WC-50,"Digital Mural Feature at Fitness Center - Wall Dimensions: 27'4""W x 9'H",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,EA,,7,WC-50-01-p07,,,,,,,,,,,,,,[],[]
WC-51CSTM,"Custom Digital Mural Feature Wall for Lobby - 7'9""W x 9'H",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,EA,,7,WC-51CSTM-01-p07,,,,,,,,,,,,,,[],[]
WP-10,"Main/Typ. Public Space Corner Guards - 1.5""wings x 12'H - Color: Gala - installed
with WC-11, WC-17, WC-18",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,22.0,EA,,7,WP-10-01-p07,,,,,,,,,,,,,,[],[]
WP-11,"Pantry Accent/Entrance Corner Guards - 1.5""wings x 12'H - Color: Beeswax - USED
WITH WC-15 ONLY",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,2.0,EA,,7,WP-11-01-p07,,,,,,,,,,,,,,[],[]
WP-12,"Corridor/Elevator Lobby Corner Guards (installed with WC-10 & WC-14) - 1.5""wings
x 9'H - Color: Gala",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,43.0,EA,,7,WP-12-01-p07,,,,,,,,,,,,,,[],[]
WP-13,"Corner Guard used with WC-12 Accent at Breakfast/Lobby - 1.5""wings x 12'H - Elm
Gray Color",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,26.0,EA,"QTY AND CEILING HEIGHT TBV BY GC; Recommend 12'L and can be
trimmed to any height needed",7,WP-13-01-p07,,,,,,,,,,,,,,[],[]
WP-14,"Cornerguards at Retail and Public Restrooms (with WC-13) - 1.5""wings x 9'H - Color:
Cadet Blue",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,,EA,"Per Drawings this WP-14 is not needed, WC-13 only has inside
corners/wall-to-wall conditions",7,WP-14-01-p07,,,,,,,,,,,,,,[],[]
WP-16,"Cornerguard at Fitness (with WC-20) - 1.5""wings x 9'H - Color: Blue Mist",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,1.0,EA,,7,WP-16-01-p07,,,,,,,,,,,,,,[],[]
WP-14-CSTM,"Chair Rail at Corridors - 4""H, TA5 Colonial Gray Color",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,78.0,CTN,"40' per Carton (estimated 660 LF per Floor = 17 CTNs per Floor on Floors
2-5 + 10 at first floor)",7,WP-14-CSTM-01-p07,,,,,,,,,,,,,,[],[]
TA-23,Hooks at Public Restroom Stall Doors and Fitness,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,7.0,EA,,7,TA-23-01-p07,,,,,,,,,,,,,,[],[]
TA-19/TA-20,"Surface-Mounted Baby Changing Station at Public Restrooms, Toilet Seat Cover
Dispenser (surface mounted) - BY GC",FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,,,"PROVIDED BY GENERAL CONTRACTOR (Innvision cannot purchase from
Bobrick)",7,TA-19/TA-20-01-p07,,,,,,,,,,,,,,[],[]
TP-01,Toilet Partitions - BY GC,FINISHES,QTYS are Estimated and Must be Verified by GC prior to Ordering,Public Areas,,,,,PROVIDED BY GENERAL CONTRACTOR,7,TP-01-01-p07,,,,,,,,,,,,,,[],[]
